34.07185596,-118.3579658,1297468369
34.07401312,-118.2580323,1297474529
34.09344509,-118.3003556,1297488059
34.05440773,-118.2991393,1297502542
33.99251353,-118.3022681,1297537275
34.06752894,-118.2922575,1297651361
33.99659655,-118.2792104,1297651364
34.06661819,-118.293085,1297652097
34.09279677,-118.3005814,1297659349
33.99634507,-118.335785,1297659350
34.05622294,-118.2983478,1297672289
33.99244408,-118.3021911,1297672290
34.06169645,-118.2998227,1297716068
34.05463386,-118.2979623,1297869048
34.0715183,-118.257328,1297909052
34.04218993,-118.424645,1297911180
34.02871277,-118.2362613,1297969032
34.0416518,-118.2344852,1297969032
33.99739386,-118.4341838,1297969034
33.99063646,-118.2252692,1297969035
34.07021632,-117.9274546,1297970849
33.99477903,-117.9331088,1297970851
34.05882266,-117.8230095,1297975636
34.07411867,-118.2566019,1298137056
33.99270874,-118.2606128,1298137057
34.03152026,-118.3606209,1298150203
34.03045039,-118.4501422,1298152174
34.03028374,-118.4478922,1298152176
33.80203397,-118.0269345,1298155787
33.19968305,-117.3632577,1298159129
32.97526552,-117.1832353,1298228720
32.95495891,-117.26431,1298228720
32.95430346,-117.2579003,1298228728
33.62420456,-117.7069911,1298261522
34.07555776,-118.2578934,1298266521
33.99279563,-118.257973,1298266522
34.04886889,-118.4355702,1298313958
34.05787235,-118.443703,1298314091
33.99731011,-118.4399978,1298314096
34.0706822,-118.2913883,1298711710
34.07424866,-118.2587869,1298745187
33.99366856,-118.2603569,1298745187
34.07704287,-118.2553593,1298747375
34.07048977,-118.2579803,1298747512
34.05400922,-118.0847772,1298748119
34.10510219,-118.0838189,1298751553
34.06434722,-118.0743905,1298751583
34.26225986,-118.3241724,1298753030
34.24733434,-118.3593351,1298753472
34.22971327,-118.3658251,1298753472
33.99737738,-118.3723409,1298753473
34.18308883,-118.3041855,1298754326
34.18082751,-118.304054,1298754326
34.1812479,-118.3035932,1298754327
34.16746369,-118.3476383,1298754427
34.1853305,-118.3123411,1298757321
33.99413478,-118.256145,1298850937
34.05242983,-118.3137907,1298917615
34.05991443,-118.4375568,1298923166
33.99707525,-118.4500216,1298923166
34.07831996,-118.2583315,1298944679
33.99326946,-118.2551003,1298944681
34.06939078,-118.2627457,1298944864
34.07159497,-118.2680366,1298945007
34.08530986,-118.3022206,1298945306
34.0908774,-118.3050119,1298945425
34.08934277,-118.3075736,1298945425
33.99632295,-118.327283,1298945513
34.06034703,-118.2910702,1299099648
34.05897205,-118.2917715,1299099648
33.99410012,-118.2916017,1299099665
34.06187123,-118.2926124,1299099726
34.08835558,-118.2909617,1299100002
34.05449973,-118.2984356,1299113679
34.01379549,-118.4314987,1299277696
34.07745036,-118.2633489,1299367495
33.99792854,-118.2580901,1299367496
34.02676771,-118.4856916,1299381948
34.02701894,-118.4855948,1299381948
33.99576823,-118.4740369,1299381951
34.05442764,-118.2984954,1299393563
33.99402952,-118.3028671,1299393564
34.05497879,-118.296853,1299533948
34.07327221,-118.2590722,1299699176
33.9929796,-118.2508336,1299699176
34.00421309,-118.4321825,1299708504
34.00204445,-118.4353794,1299708571
34.00082942,-118.4385243,1299708602
33.99651972,-118.4380542,1299708603
34.02793802,-118.4033567,1299714491
